Id,SalePrice
2,128490.74592036601
4,264593.94841515645
6,189230.9758237811
7,240657.95918011857
17,193977.44801186892
18,379606.1502120754
22,194632.11758638136
27,116055.99333200656
31,99841.97265871533
36,153834.3547328052
39,382851.01477731776
40,261455.49859326298
42,320719.0130821116
46,245446.3486874734
53,169385.17838528773
58,183450.27831730756
61,321386.70420863456
72,219585.85328158533
79,123772.80687466069
80,196190.1892369987
82,152337.53241083428
83,102089.36270454527
85,151395.59450909775
88,128500.18113639235
92,292662.3445536884
93,288019.512121308
95,189768.12377302774
102,185768.43107152107
103,183934.39449737585
106,227175.5228021972
107,175168.8111632945
110,212040.3922141543
114,203290.3689816795
116,180535.84733369708
117,151481.35750233286
118,138660.8737662274
125,173764.9701925017
126,172706.2687958161
127,141268.6611956955
128,207103.62294976832
134,138474.41305283832
135,189250.7126656857
137,252557.02882750682
143,134890.79797111708
147,135726.84739016244
148,189164.123931604
150,108800.4002998963
156,142537.27851516847
157,128591.4842360476
159,157357.66857584953
161,249232.1327319895
167,132755.75680916166
170,127739.34154373518
171,81546.05501588203
175,83007.5186725125
179,130225.81394079831
181,100497.4829219394
186,182324.95058281836
193,187670.08570559748
194,62076.22539124354
206,103745.08656190555
208,137505.85875726643
210,169689.00925868822
211,102038.9277046867
212,106850.37416587806
214,102192.56389461705
215,147067.2744962266
217,135898.7900424715
222,146874.63151423295
227,158939.05366093517
228,158310.2276750367
233,228936.27563890102
235,147158.95027499314
238,140475.76577333768
241,170160.4385996396
252,187019.8216234422
253,180624.43675069182
256,149410.45013532744
257,163033.567344318
258,197025.23141199577
259,179818.0007933604
261,150237.83060396582
263,122404.97918196846
266,217086.20729986895
267,219125.82746268722
270,144896.30359976026
271,231730.61549196573
276,115398.77245137597
285,155367.84158723013
288,63618.076373527365
289,136292.8929752618
290,121520.70604553778
291,152948.33191100848
292,140316.65736273443
293,200613.09525467196
294,223206.38510023014
295,186753.0285706226
304,144546.12244231283
322,361420.71233199525
326,174765.44082745857
327,86256.77623858096
328,138932.14345758394
331,76469.7919792474
332,82900.19869100911
333,85797.06204733747
335,127912.94083078174
337,197026.13624828152
342,124646.5524828386
343,180612.68337096614
347,182724.45214820196
350,329945.7739811638
352,243072.61678162272
358,194378.01384184722
359,178299.4427560787
360,157202.41228689067
368,325267.9730287582
369,274123.3905826387
373,184132.9285864486
377,223951.66707352092
383,175299.51107984275
386,218447.9093530143
387,222156.41776911227
390,170740.16907907708
391,151649.9445070803
